E (293) gpio: gpio_pullup_en(78): GPIO number error (input-only pad has no internal PU)
E (294) gpio: gpio_pullup_en(78): GPIO number error (input-only pad has no internal PU)
M5StickCPlus initializing...OK
=== BNO055 UDP STREAMER START ===
Wire.begin done
BNO055 init OK
Using external crystal
Connecting to WiFi: DPSLab
...
WiFi connected.
192.168.0.48
t_ms,roll,pitch,yaw,ax,ay,az
7299,0.00,0.00,0.00,0.000,0.000,0.000
7311,0.00,0.00,0.00,0.000,0.000,0.000
7323,0.00,0.00,0.00,0.000,0.000,0.000
7335,0.00,0.00,0.00,0.000,0.000,0.000
7347,0.00,0.00,0.00,0.000,0.000,0.000
7359,0.00,0.00,0.00,0.000,0.000,0.000
7371,0.00,0.00,0.00,0.000,0.000,0.000
7383,0.00,0.00,0.00,0.000,0.000,0.000
7395,0.00,0.00,0.00,0.000,0.000,0.000
7407,0.00,0.00,0.00,0.000,0.000,0.000
7419,0.00,0.00,0.00,0.000,0.000,0.000
7431,0.00,0.00,0.00,0.000,0.000,0.000
7443,0.00,0.00,0.00,0.000,0.000,0.000
7455,0.00,0.00,0.00,0.000,0.000,0.000
7467,0.00,0.00,0.00,0.000,0.000,0.000
7480,0.00,0.00,0.00,0.000,0.000,0.000
7492,0.00,0.00,0.00,0.000,0.000,0.000
7504,0.00,0.00,0.00,0.000,0.000,0.000
7516,0.00,0.00,0.00,0.000,0.000,0.000
7528,0.00,0.00,0.00,0.000,0.000,0.000
7540,0.00,0.00,0.00,0.000,0.000,0.000
7552,0.00,0.00,0.00,0.000,0.000,0.000
7564,0.00,0.00,0.00,0.000,0.000,0.000
7576,0.00,0.00,0.00,0.000,0.000,0.000
7586,0.00,0.00,0.00,0.000,0.000,0.000
7597,0.00,0.00,0.00,0.000,0.000,0.000
7608,0.00,0.00,0.00,0.000,0.000,0.000
7619,0.00,0.00,0.00,0.000,0.000,0.000
7630,0.00,0.00,0.00,0.000,0.000,0.000
7641,0.00,0.00,0.00,0.000,0.000,0.000
7652,0.00,0.00,0.00,0.000,0.000,0.000
7663,0.00,0.00,0.00,0.000,0.000,0.000
7674,0.00,0.00,0.00,0.000,0.000,0.000
7685,0.00,0.00,0.00,0.000,0.000,0.000
7696,0.00,0.00,0.00,0.000,0.000,0.000
7707,0.00,0.00,0.00,0.000,0.000,0.000
7718,0.00,0.00,0.00,0.000,0.000,0.000
7729,0.00,0.00,0.00,0.000,0.000,0.000
7740,0.00,0.00,0.00,0.000,0.000,0.000
7751,0.00,0.00,0.00,0.000,0.000,0.000
7762,0.00,0.00,0.00,0.000,0.000,0.000
7773,0.00,0.00,0.00,0.000,0.000,0.000
7784,0.00,0.00,0.00,0.000,0.000,0.000
7795,0.00,0.00,0.00,0.000,0.000,0.000
7806,0.00,0.00,0.00,0.000,0.000,0.000
7817,0.00,0.00,0.00,0.000,0.000,0.000
7828,0.00,0.00,0.00,0.000,0.000,0.000
7839,0.00,0.00,0.00,0.000,0.000,0.000
7850,0.00,0.00,0.00,0.000,0.000,0.000
7861,0.00,0.00,0.00,0.000,0.000,0.000
7872,0.00,0.00,0.00,0.000,0.000,0.000
7885,0.00,0.00,0.00,0.000,0.000,0.000
7897,0.00,0.00,0.00,0.000,0.000,0.000
7909,0.00,0.00,0.00,0.000,0.000,0.000
7921,0.00,0.00,0.00,0.000,0.000,0.000
7935,0.00,0.00,0.00,0.000,0.000,0.000
7949,0.00,0.00,0.00,0.000,0.000,0.000
7963,0.00,0.00,0.00,0.000,0.000,0.000
7977,0.00,0.00,0.00,0.000,0.000,0.000
7991,0.00,0.00,0.00,0.000,0.000,0.000
8005,0.00,0.00,0.00,0.000,0.000,0.000
8019,0.00,0.00,0.00,0.000,0.000,0.000
8033,0.00,0.00,0.00,0.000,0.000,0.000
8047,0.00,0.00,0.00,0.000,0.000,0.000
8061,0.00,0.00,0.00,0.000,0.000,0.000
8075,0.00,0.00,0.00,0.000,0.000,0.000
8089,0.00,0.00,0.00,0.000,0.000,0.000
8103,0.00,0.00,0.00,0.000,0.000,0.000
8141,0.00,0.00,0.00,0.000,0.000,0.000
8155,0.00,0.00,0.00,0.000,0.000,0.000
8169,0.00,0.00,0.00,0.000,0.000,0.000
8183,0.00,0.00,0.00,0.000,0.000,0.000
8197,0.00,0.00,0.00,0.000,0.000,0.000
8211,0.00,0.00,0.00,0.000,0.000,0.000
8225,0.00,0.00,0.00,0.000,0.000,0.000
8239,0.00,0.00,0.00,0.000,0.000,0.000
8253,0.00,0.00,0.00,0.000,0.000,0.000
8267,0.00,0.00,0.00,0.000,0.000,0.000
8281,0.00,0.00,0.00,0.000,0.000,0.000
8295,0.00,0.00,0.00,0.000,0.000,0.000
8309,0.00,0.00,0.00,0.000,0.000,0.000
8323,0.00,0.00,0.00,0.000,0.000,0.000
8337,0.00,0.00,0.00,0.000,0.000,0.000
8351,0.00,0.00,0.00,0.000,0.000,0.000
8365,0.00,0.00,0.00,0.000,0.000,0.000
8379,0.00,0.00,0.00,0.000,0.000,0.000
8393,0.00,0.00,0.00,0.000,0.000,0.000
8407,0.00,0.00,0.00,0.000,0.000,0.000
8421,0.00,0.00,0.00,0.000,0.000,0.000
8435,0.00,0.00,0.00,0.000,0.000,0.000
8449,0.00,0.00,0.00,0.000,0.000,0.000
8463,0.00,0.00,0.00,0.000,0.000,0.000
8477,0.00,0.00,0.00,0.000,0.000,0.000
8491,0.00,0.00,0.00,0.000,0.000,0.000
8505,0.00,0.00,0.00,0.000,0.000,0.000
8519,0.00,0.00,0.00,0.000,0.000,0.000
8533,0.00,0.00,0.00,0.000,0.000,0.000
8547,0.00,0.00,0.00,0.000,0.000,0.000
8561,0.00,0.00,0.00,0.000,0.000,0.000
8575,0.00,0.00,0.00,0.000,0.000,0.000
8589,0.00,0.00,0.00,0.000,0.000,0.000
8603,0.00,0.00,0.00,0.000,0.000,0.000
8617,0.00,0.00,0.00,0.000,0.000,0.000
8631,0.00,0.00,0.00,0.000,0.000,0.000
8645,0.00,0.00,0.00,0.000,0.000,0.000
8659,0.00,0.00,0.00,0.000,0.000,0.000
8673,0.00,0.00,0.00,0.000,0.000,0.000
8687,0.00,0.00,0.00,0.000,0.000,0.000
8701,0.00,0.00,0.00,0.000,0.000,0.000
8715,0.00,0.00,0.00,0.000,0.000,0.000
8729,0.00,0.00,0.00,0.000,0.000,0.000
8743,0.00,0.00,0.00,0.000,0.000,0.000
8757,0.00,0.00,0.00,0.000,0.000,0.000
8771,0.00,0.00,0.00,0.000,0.000,0.000
8785,0.00,0.00,0.00,0.000,0.000,0.000
8799,0.00,0.00,0.00,0.000,0.000,0.000
8813,0.00,0.00,0.00,0.000,0.000,0.000
